file_id,filename,genre,artist,split
0,classical_classical_artist1_00.wav,classical,classical_artist1,train
1,classical_classical_artist1_01.wav,classical,classical_artist1,train
2,classical_classical_artist1_02.wav,classical,classical_artist1,test
3,classical_classical_artist1_03.wav,classical,classical_artist1,train
4,classical_classical_artist1_04.wav,classical,classical_artist1,test
5,classical_classical_artist1_05.wav,classical,classical_artist1,test
6,classical_classical_artist1_06.wav,classical,classical_artist1,test
7,classical_classical_artist1_07.wav,classical,classical_artist1,train
8,classical_classical_artist1_08.wav,classical,classical_artist1,train
9,classical_classical_artist1_09.wav,classical,classical_artist1,test
10,classical_classical_artist2_00.wav,classical,classical_artist2,test
11,classical_classical_artist2_01.wav,classical,classical_artist2,test
12,classical_classical_artist2_02.wav,classical,classical_artist2,train
13,classical_classical_artist2_03.wav,classical,classical_artist2,train
14,classical_classical_artist2_04.wav,classical,classical_artist2,train
15,classical_classical_artist2_05.wav,classical,classical_artist2,test
16,classical_classical_artist2_06.wav,classical,classical_artist2,test
17,classical_classical_artist2_07.wav,classical,classical_artist2,test
18,classical_classical_artist2_08.wav,classical,classical_artist2,train
19,classical_classical_artist2_09.wav,classical,classical_artist2,train
20,classical_classical_artist3_00.wav,classical,classical_artist3,test
21,classical_classical_artist3_01.wav,classical,classical_artist3,test
22,classical_classical_artist3_02.wav,classical,classical_artist3,test
23,classical_classical_artist3_03.wav,classical,classical_artist3,train
24,classical_classical_artist3_04.wav,classical,classical_artist3,train
25,classical_classical_artist3_05.wav,classical,classical_artist3,test
26,classical_classical_artist3_06.wav,classical,classical_artist3,train
27,classical_classical_artist3_07.wav,classical,classical_artist3,train
28,classical_classical_artist3_08.wav,classical,classical_artist3,test
29,classical_classical_artist3_09.wav,classical,classical_artist3,train
30,electronic_electronic_artist1_00.wav,electronic,electronic_artist1,train
31,electronic_electronic_artist1_01.wav,electronic,electronic_artist1,test
32,electronic_electronic_artist1_02.wav,electronic,electronic_artist1,test
33,electronic_electronic_artist1_03.wav,electronic,electronic_artist1,test
34,electronic_electronic_artist1_04.wav,electronic,electronic_artist1,train
35,electronic_electronic_artist1_05.wav,electronic,electronic_artist1,train
36,electronic_electronic_artist1_06.wav,electronic,electronic_artist1,test
37,electronic_electronic_artist1_07.wav,electronic,electronic_artist1,test
38,electronic_electronic_artist1_08.wav,electronic,electronic_artist1,train
39,electronic_electronic_artist1_09.wav,electronic,electronic_artist1,train
40,electronic_electronic_artist2_00.wav,electronic,electronic_artist2,train
41,electronic_electronic_artist2_01.wav,electronic,electronic_artist2,test
42,electronic_electronic_artist2_02.wav,electronic,electronic_artist2,train
43,electronic_electronic_artist2_03.wav,electronic,electronic_artist2,train
44,electronic_electronic_artist2_04.wav,electronic,electronic_artist2,test
45,electronic_electronic_artist2_05.wav,electronic,electronic_artist2,test
46,electronic_electronic_artist2_06.wav,electronic,electronic_artist2,test
47,electronic_electronic_artist2_07.wav,electronic,electronic_artist2,test
48,electronic_electronic_artist2_08.wav,electronic,electronic_artist2,train
49,electronic_electronic_artist2_09.wav,electronic,electronic_artist2,train
50,electronic_electronic_artist3_00.wav,electronic,electronic_artist3,train
51,electronic_electronic_artist3_01.wav,electronic,electronic_artist3,test
52,electronic_electronic_artist3_02.wav,electronic,electronic_artist3,train
53,electronic_electronic_artist3_03.wav,electronic,electronic_artist3,test
54,electronic_electronic_artist3_04.wav,electronic,electronic_artist3,train
55,electronic_electronic_artist3_05.wav,electronic,electronic_artist3,train
56,electronic_electronic_artist3_06.wav,electronic,electronic_artist3,train
57,electronic_electronic_artist3_07.wav,electronic,electronic_artist3,test
58,electronic_electronic_artist3_08.wav,electronic,electronic_artist3,test
59,electronic_electronic_artist3_09.wav,electronic,electronic_artist3,test
60,rock_rock_artist1_00.wav,rock,rock_artist1,test
61,rock_rock_artist1_01.wav,rock,rock_artist1,test
62,rock_rock_artist1_02.wav,rock,rock_artist1,test
63,rock_rock_artist1_03.wav,rock,rock_artist1,train
64,rock_rock_artist1_04.wav,rock,rock_artist1,train
65,rock_rock_artist1_05.wav,rock,rock_artist1,test
66,rock_rock_artist1_06.wav,rock,rock_artist1,test
67,rock_rock_artist1_07.wav,rock,rock_artist1,train
68,rock_rock_artist1_08.wav,rock,rock_artist1,train
69,rock_rock_artist1_09.wav,rock,rock_artist1,train
70,rock_rock_artist2_00.wav,rock,rock_artist2,train
71,rock_rock_artist2_01.wav,rock,rock_artist2,test
72,rock_rock_artist2_02.wav,rock,rock_artist2,test
73,rock_rock_artist2_03.wav,rock,rock_artist2,train
74,rock_rock_artist2_04.wav,rock,rock_artist2,train
75,rock_rock_artist2_05.wav,rock,rock_artist2,train
76,rock_rock_artist2_06.wav,rock,rock_artist2,test
77,rock_rock_artist2_07.wav,rock,rock_artist2,train
78,rock_rock_artist2_08.wav,rock,rock_artist2,test
79,rock_rock_artist2_09.wav,rock,rock_artist2,test
80,rock_rock_artist3_00.wav,rock,rock_artist3,train
81,rock_rock_artist3_01.wav,rock,rock_artist3,train
82,rock_rock_artist3_02.wav,rock,rock_artist3,test
83,rock_rock_artist3_03.wav,rock,rock_artist3,train
84,rock_rock_artist3_04.wav,rock,rock_artist3,test
85,rock_rock_artist3_05.wav,rock,rock_artist3,test
86,rock_rock_artist3_06.wav,rock,rock_artist3,train
87,rock_rock_artist3_07.wav,rock,rock_artist3,test
88,rock_rock_artist3_08.wav,rock,rock_artist3,test
89,rock_rock_artist3_09.wav,rock,rock_artist3,train
90,jazz_jazz_artist1_00.wav,jazz,jazz_artist1,train
91,jazz_jazz_artist1_01.wav,jazz,jazz_artist1,train
92,jazz_jazz_artist1_02.wav,jazz,jazz_artist1,test
93,jazz_jazz_artist1_03.wav,jazz,jazz_artist1,train
94,jazz_jazz_artist1_04.wav,jazz,jazz_artist1,test
95,jazz_jazz_artist1_05.wav,jazz,jazz_artist1,train
96,jazz_jazz_artist1_06.wav,jazz,jazz_artist1,test
97,jazz_jazz_artist1_07.wav,jazz,jazz_artist1,train
98,jazz_jazz_artist1_08.wav,jazz,jazz_artist1,test
99,jazz_jazz_artist1_09.wav,jazz,jazz_artist1,test
100,jazz_jazz_artist2_00.wav,jazz,jazz_artist2,test
101,jazz_jazz_artist2_01.wav,jazz,jazz_artist2,test
102,jazz_jazz_artist2_02.wav,jazz,jazz_artist2,test
103,jazz_jazz_artist2_03.wav,jazz,jazz_artist2,train
104,jazz_jazz_artist2_04.wav,jazz,jazz_artist2,train
105,jazz_jazz_artist2_05.wav,jazz,jazz_artist2,train
106,jazz_jazz_artist2_06.wav,jazz,jazz_artist2,test
107,jazz_jazz_artist2_07.wav,jazz,jazz_artist2,test
108,jazz_jazz_artist2_08.wav,jazz,jazz_artist2,train
109,jazz_jazz_artist2_09.wav,jazz,jazz_artist2,train
110,jazz_jazz_artist3_00.wav,jazz,jazz_artist3,test
111,jazz_jazz_artist3_01.wav,jazz,jazz_artist3,train
112,jazz_jazz_artist3_02.wav,jazz,jazz_artist3,train
113,jazz_jazz_artist3_03.wav,jazz,jazz_artist3,test
114,jazz_jazz_artist3_04.wav,jazz,jazz_artist3,train
115,jazz_jazz_artist3_05.wav,jazz,jazz_artist3,test
116,jazz_jazz_artist3_06.wav,jazz,jazz_artist3,train
117,jazz_jazz_artist3_07.wav,jazz,jazz_artist3,test
118,jazz_jazz_artist3_08.wav,jazz,jazz_artist3,test
119,jazz_jazz_artist3_09.wav,jazz,jazz_artist3,train
