file_id,filename,genre,artist,split,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,dmfcc1_mean,dmfcc1_std,dmfcc2_mean,dmfcc2_std,dmfcc3_mean,dmfcc3_std,dmfcc4_mean,dmfcc4_std,dmfcc5_mean,dmfcc5_std,dmfcc6_mean,dmfcc6_std,dmfcc7_mean,dmfcc7_std,dmfcc8_mean,dmfcc8_std,dmfcc9_mean,dmfcc9_std,dmfcc10_mean,dmfcc10_std,dmfcc11_mean,dmfcc11_std,dmfcc12_mean,dmfcc12_std,dmfcc13_mean,dmfcc13_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tempo
0,classical_classical_artist1_00.wav,classical,classical_artist1,train,-398.5504150390625,57.001747131347656,71.3260498046875,48.60453796386719,-16.677900314331055,25.707380294799805,-28.158540725708008,15.777961730957031,-18.398361206054688,11.031427383422852,-19.183067321777344,10.658276557922363,-19.05805206298828,20.394329071044922,-13.980040550231934,20.82258415222168,-13.1880521774292,16.37861442565918,-19.018091201782227,19.377334594726562,-15.146026611328125,25.36553192138672,-0.7614126205444336,17.07490348815918,13.978163719177246,21.455032348632812,0.5339480638504028,12.242815971374512,-0.5468307137489319,10.542376518249512,-0.687044620513916,4.473005771636963,0.0955139771103859,3.367431163787842,-0.20366273820400238,2.3481452465057373,-0.019889339804649353,1.71077299118042,0.5438957214355469,3.12589430809021,0.6933012008666992,3.4487576484680176,0.532374382019043,2.7683846950531006,0.050005871802568436,2.8706910610198975,-0.22339721024036407,3.650233030319214,-0.0342506542801857,2.5839943885803223,0.2487936168909073,2.6699938774108887,842.016430569516,300.8838978500081,479.4093827466471,185.926075165607,1204.2029747596155,431.34567332259803,0.052955979567307694,0.017712733254006702,0.23974689841270447,0.06587489694356918,0.5177566409111023,0.08915233612060547,0.0033482834696769714,0.003677286207675934,0.05868857726454735,0.24269147217273712,0.05449754372239113,0.007492711301892996,0.028801683336496353,0.11814360320568085,0.06721439212560654,0.27606749534606934,83.35433467741936
1,classical_classical_artist1_01.wav,classical,classical_artist1,train,-399.7400207519531,59.77790451049805,67.37808990478516,50.32431411743164,-21.31184959411621,27.855920791625977,-25.742176055908203,16.99628257751465,-18.777219772338867,10.142097473144531,-27.21823501586914,11.261567115783691,-21.904266357421875,12.70779037475586,-13.759600639343262,15.63180923461914,-4.515613555908203,23.962556838989258,10.308751106262207,25.401630401611328,15.496773719787598,28.26658058166504,8.88858413696289,32.215885162353516,0.5517444610595703,29.661338806152344,0.8579646348953247,13.228873252868652,0.3336903750896454,10.766060829162598,0.5577431917190552,4.301840305328369,0.33831366896629333,3.7582812309265137,0.046494241803884506,2.164275646209717,0.24654485285282135,1.8992213010787964,0.25260651111602783,1.9775149822235107,0.05220334604382515,2.382007360458374,0.05582684651017189,3.6770572662353516,0.024975530803203583,3.5927512645721436,-0.267717182636261,3.65750789642334,-0.5498523712158203,4.656834125518799,-0.6622955203056335,4.757100582122803,891.8143370142675,226.1308986130777,511.98888873100424,213.7189013428857,1282.4678861177886,340.1728026017904,0.056509164663461536,0.014560003044724155,0.24004261195659637,0.06614139676094055,0.12420757114887238,0.048590097576379776,0.12141948193311691,0.10574260354042053,0.39877158403396606,0.24217729270458221,0.06193442642688751,0.12729403376579285,0.042832955718040466,0.12481752783060074,0.02127721719443798,0.031302858144044876,161.4990234375
2,classical_classical_artist1_02.wav,classical,classical_artist1,test,-398.7906799316406,57.944679260253906,71.5505599975586,50.08011245727539,-13.380142211914062,38.169464111328125,-23.217920303344727,19.462432861328125,-18.94440269470215,10.767939567565918,-24.248647689819336,13.17801284790039,-18.875452041625977,14.678102493286133,-11.913331985473633,15.955909729003906,-4.885919570922852,20.203659057617188,4.331475734710693,29.896879196166992,6.192867279052734,29.690988540649414,-0.5652047991752625,22.668853759765625,-9.775317192077637,26.64022445678711,0.43840867280960083,12.08065128326416,-0.68145352602005,10.549040794372559,-0.33165615797042847,5.743395805358887,0.06480693817138672,3.660754919052124,-0.0686580166220665,2.2828385829925537,0.33263441920280457,2.3108861446380615,0.59184730052948,2.2571871280670166,0.520878791809082,2.2431647777557373,0.22714336216449738,3.1242012977600098,-0.5179323554039001,4.668522834777832,-0.8523499369621277,4.319706439971924,-0.4492872953414917,2.7918906211853027,0.13845250010490417,3.7424516677856445,834.7314485761623,323.205415887709,480.83333061568175,224.99792706113453,1199.9791541466345,474.5356073448942,0.05205829326923077,0.017674306240354393,0.23992665112018585,0.06542153656482697,0.2943129241466522,0.07533570379018784,0.00817091390490532,0.05837008357048035,0.2583406865596771,0.17322641611099243,0.06911896169185638,0.2462211549282074,0.07061038166284561,0.12457307428121567,0.032370977103710175,0.07958405464887619,172.265625
3,classical_classical_artist1_03.wav,classical,classical_artist1,train,-402.292724609375,57.94304656982422,68.76002502441406,56.324893951416016,-9.780871391296387,40.57426834106445,-19.044857025146484,16.894685745239258,-19.675731658935547,8.803464889526367,-13.10448169708252,11.354140281677246,-4.152434825897217,24.30314064025879,-3.480588912963867,25.64105224609375,-8.439083099365234,18.625905990600586,-20.28658676147461,19.838197708129883,-18.72122573852539,26.974172592163086,-3.1575138568878174,15.414438247680664,10.400981903076172,24.945003509521484,-0.0316476970911026,11.652175903320312,-0.04018225893378258,10.996489524841309,0.604341447353363,6.158473968505859,0.34716713428497314,3.600799322128296,0.20424030721187592,1.6582789421081543,-0.11243855208158493,1.7274894714355469,-0.43130484223365784,3.013296127319336,-0.45858824253082275,3.32070255279541,-0.3033287227153778,2.585679054260254,0.16967742145061493,2.7225513458251953,0.3364804685115814,3.3660757541656494,0.09466074407100677,2.3427822589874268,-0.11321733891963959,2.6216771602630615,920.411046942745,432.5983831670144,531.8664031310927,257.43809478882264,1310.9579702524038,618.48523853108,0.05863131009615385,0.027126690910547483,0.2397885024547577,0.06409350037574768,0.656787633895874,0.14805066585540771,0.008173294365406036,0.0345146581530571,0.16426831483840942,0.2674314081668854,0.05871429666876793,0.007851382717490196,0.0018657621694728732,0.001247119391337037,0.005552812945097685,0.1258433759212494,86.1328125
4,classical_classical_artist1_04.wav,classical,classical_artist1,test,-399.05108642578125,54.030460357666016,82.59689331054688,56.262969970703125,7.397729873657227,40.891204833984375,-14.729532241821289,16.814340591430664,-17.637916564941406,8.817545890808105,-12.379057884216309,7.977362155914307,-7.405900001525879,19.55607795715332,-8.569398880004883,22.645666122436523,-12.985430717468262,19.834102630615234,-22.233972549438477,7.236928939819336,-21.946138381958008,18.73459243774414,-9.987298965454102,19.676176071166992,2.5360567569732666,24.973445892333984,-0.17169177532196045,11.37498664855957,-0.4087233245372772,11.619056701660156,0.2222653031349182,7.675039291381836,0.49314844608306885,2.9263570308685303,0.21691741049289703,1.6927372217178345,0.19702209532260895,1.261992335319519,0.2705037295818329,2.804708480834961,0.15453186631202698,3.5202279090881348,0.057367853820323944,3.141416311264038,0.10365574806928635,1.0822361707687378,0.08628381788730621,2.557783842086792,-0.0408623181283474,2.7650349140167236,-0.18606549501419067,4.3292388916015625,737.5542733152163,397.49348585117184,442.43522815849246,236.21851545648775,1055.2925931490386,576.7089694602342,0.046987680288461536,0.02458895727260826,0.23929326236248016,0.06608441472053528,0.360437273979187,0.15290483832359314,0.2454032152891159,0.10127777606248856,0.15426446497440338,0.14988110959529877,0.036622725427150726,0.007213580887764692,0.0028897630982100964,0.006006037350744009,0.05556897446513176,0.3237738609313965,86.1328125
5,classical_classical_artist1_05.wav,classical,classical_artist1,test,-400.1299743652344,60.83502960205078,65.81817626953125,51.45754623413086,-19.937665939331055,30.959959030151367,-24.734634399414062,15.988875389099121,-19.53057098388672,9.261907577514648,-20.06992530822754,14.26023006439209,-13.593734741210938,23.48067283630371,-9.529243469238281,22.578418731689453,-8.62079906463623,16.6984806060791,-7.124598979949951,27.330810546875,0.1102445125579834,35.691402435302734,8.525479316711426,22.55674934387207,11.188519477844238,26.077444076538086,0.03758533298969269,12.404596328735352,-0.2968907952308655,11.065254211425781,0.42925897240638733,5.226122856140137,0.29354235529899597,3.7083053588867188,0.18141616880893707,1.900766134262085,-0.12802617251873016,2.3353049755096436,-0.4213223457336426,3.489097833633423,-0.42979109287261963,3.346332311630249,-0.15711767971515656,2.6924221515655518,0.47702470421791077,3.2872326374053955,0.618421196937561,4.482240200042725,0.16522882878780365,3.5754501819610596,-0.3381189703941345,3.257833480834961,939.4939082682422,351.20429270638084,539.0207280018983,248.45600622504014,1352.3679762620193,515.9671394503339,0.05930739182692308,0.02102726766032874,0.24018025398254395,0.06251812726259232,0.3515094220638275,0.08215756714344025,0.11962655931711197,0.0586739219725132,0.2061804085969925,0.4571952819824219,0.08836367726325989,0.005400083493441343,0.0010619929526001215,0.001214832765981555,0.0016380654415115714,0.06383020430803299,172.265625
6,classical_classical_artist1_06.wav,classical,classical_artist1,test,-397.7654724121094,51.20196533203125,97.40068817138672,49.210933685302734,22.524478912353516,25.46684455871582,-16.586624145507812,11.58709716796875,-17.25432777404785,7.832541465759277,-11.900233268737793,7.632222652435303,-16.586772918701172,6.247610569000244,-24.611141204833984,5.299993991851807,-23.898929595947266,5.060136318206787,-15.650198936462402,12.621294975280762,-11.834856986999512,21.224456787109375,-13.724225044250488,20.905473709106445,-15.255341529846191,12.534008026123047,0.7475907802581787,11.797595024108887,0.5035423040390015,10.948144912719727,0.8441036343574524,3.9925332069396973,0.521417498588562,1.8365137577056885,0.12223925441503525,1.6484040021896362,0.2526925802230835,0.8080170154571533,0.26272305846214294,0.7875301837921143,0.13445179164409637,0.811749279499054,0.0004559736989904195,0.7505019307136536,-0.2615637481212616,1.325662612915039,-0.44760385155677795,2.1410562992095947,-0.39458316564559937,2.118055820465088,-0.20806163549423218,1.307515025138855,540.8842420625746,153.86468056588427,338.6802485460472,180.7712225150656,770.2261117788462,218.06086095932943,0.034157151442307694,0.009344876440263723,0.23962123692035675,0.06637731194496155,0.03985946998000145,0.05231613293290138,0.1323176473379135,0.10298153758049011,0.361747682094574,0.5559433102607727,0.18222181499004364,0.13457542657852173,0.0383462980389595,0.00545075349509716,0.004323549568653107,0.016850948333740234,0.0
7,classical_classical_artist1_07.wav,classical,classical_artist1,train,-397.7119140625,58.4359245300293,75.69570922851562,52.25237274169922,-9.073906898498535,28.190793991088867,-25.18724250793457,14.64873218536377,-18.566530227661133,9.345052719116211,-16.869600296020508,9.434313774108887,-16.371301651000977,19.483078002929688,-13.326687812805176,21.490081787109375,-11.807583808898926,23.203277587890625,-19.88408851623535,19.373844146728516,-22.856870651245117,10.167266845703125,-12.413126945495605,17.441638946533203,4.975407123565674,24.732757568359375,0.07524561136960983,11.561670303344727,-0.6126093864440918,11.25490951538086,0.04898766800761223,5.013821125030518,0.3231211006641388,3.1675872802734375,0.1650547981262207,2.053727149963379,0.1781996637582779,1.4797261953353882,0.15540990233421326,2.739367723464966,0.08831083029508591,3.4457411766052246,0.10892987996339798,3.4668824672698975,0.10488290339708328,2.787024974822998,-0.04892950877547264,1.6391068696975708,-0.20267456769943237,2.3753983974456787,-0.2919923663139343,3.7549657821655273,812.2011312854648,322.3534856409421,475.7362531534287,244.72714063009207,1167.6793494591345,473.48027031623604,0.051344651442307696,0.019902244001566847,0.23999731242656708,0.06484556943178177,0.40312328934669495,0.0644940435886383,0.004280675668269396,0.037779878824949265,0.15084148943424225,0.15053026378154755,0.035943690687417984,0.007318147458136082,0.04107179492712021,0.1867503821849823,0.09002820402383804,0.30679091811180115,83.35433467741936
8,classical_classical_artist1_08.wav,classical,classical_artist1,train,-402.1610412597656,55.92951202392578,62.9842529296875,55.43287658691406,-18.004878997802734,42.71309280395508,-21.029401779174805,17.434783935546875,-23.832063674926758,10.821795463562012,-17.306856155395508,12.46753215789795,-1.0567246675491333,20.174230575561523,5.0127997398376465,24.272201538085938,7.24941873550415,26.87920379638672,-8.088581085205078,26.616125106811523,-23.93575668334961,22.593435287475586,-20.170015335083008,13.251580238342285,-5.451037406921387,26.62281036376953,0.09374935179948807,11.490726470947266,0.422279417514801,10.36303997039795,0.8015183210372925,6.120164394378662,0.3937743902206421,3.6409237384796143,0.3818257749080658,2.240016222000122,0.23068241775035858,2.15572190284729,-0.27594104409217834,2.983431577682495,-0.4995989203453064,3.520817518234253,-0.4323272705078125,3.909327745437622,-0.03387487679719925,2.876091241836548,0.2154562920331955,2.650254964828491,0.056701891124248505,1.9456486701965332,-0.2517923414707184,1.8657417297363281,987.6543624109703,405.8735610539424,560.0407909652257,221.627115547096,1411.6671048677886,586.8350738227501,0.06313100961538462,0.025714996939294948,0.24031533300876617,0.06466661393642426,0.18124061822891235,0.08931124955415726,0.2342284619808197,0.07374542951583862,0.00617943936958909,0.003534348914399743,0.04274802654981613,0.18056093156337738,0.05927129089832306,0.1291201263666153,0.08832302689552307,0.3746832311153412,172.265625
9,classical_classical_artist1_09.wav,classical,classical_artist1,test,-397.4078369140625,52.96425247192383,83.55741882324219,55.02212905883789,1.9833165407180786,33.48368453979492,-20.990501403808594,15.692662239074707,-16.698144912719727,9.725757598876953,-14.628759384155273,10.387084007263184,-16.538480758666992,17.549949645996094,-17.749887466430664,18.194114685058594,-16.871612548828125,12.115422248840332,-16.51072120666504,14.279914855957031,-12.138056755065918,26.350866317749023,-3.7658438682556152,26.415590286254883,1.5563843250274658,26.22539710998535,0.5831301212310791,12.065303802490234,0.45352813601493835,11.753015518188477,0.13473425805568695,5.258683204650879,0.15699885785579681,3.01802659034729,0.06872978061437607,1.953424096107483,0.07266006618738174,1.7430509328842163,0.1534724235534668,2.9154484272003174,0.11447983980178833,2.7596700191497803,0.009836736135184765,1.8225369453430176,0.018662482500076294,2.0929932594299316,0.07284855842590332,4.002293586730957,0.026755083352327347,3.813462734222412,-0.023885779082775116,3.1887547969818115,718.9922124628289,318.3472482571475,420.4872289706795,171.8435563212313,1030.1153094951924,464.3681663693554,0.045875901442307694,0.02038122539264227,0.23974651098251343,0.0663350448012352,0.2441621571779251,0.0928160548210144,0.12988664209842682,0.05186932533979416,0.1637427806854248,0.18953630328178406,0.10454064607620239,0.24720415472984314,0.09608321636915207,0.1285075694322586,0.03799762949347496,0.05222781375050545,161.4990234375
